Number,Entity,Transaction Date,Employee,Account Name,Bank Account,Reconciliation Date,Amount,AR Amount (CAD),Amount (CAD),Tax Amount,Withholding Tax Amount,Currency,Exchange Rate,Reverse Exchange Rate,Is Printed,Realized Amount (CAD),Gain/Loss (CAD),Attachments
00019314862025,Costco Vaughan Wet,11/15/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","33,371.51","34,011.65",USD 0.00,USD 0.00,United States Dollar,0.71,1.41,No,"34,011.65",-640.14,No
00019314862025,Costco Varennes,11/15/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","33,371.51","34,011.65",USD 0.00,USD 0.00,United States Dollar,0.71,1.41,No,"34,011.65",-640.14,No
KPI01543,Krown Produce  Fresh At Its Best™,11/14/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 89,739.00","124,382.70","126,083.29",USD 0.00,USD 0.00,United States Dollar,0.71,1.4,No,"126,083.29","-1,700.59",No
00019233342025,Costco Vaughan Wet,11/14/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","33,456.06","33,939.18",USD 0.00,USD 0.00,United States Dollar,0.71,1.4,No,"33,939.18",-483.12,No
00567603,Courchesne Larose,11/13/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,700.80","34,148.86","34,531.72",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"34,531.72",-382.86,No
21927,"Chiovitti Banana Co., Ltd",11/13/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 87,643.20","121,517.40","122,525.19",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"122,525.19","-1,007.79",No
2000280237,Sobeys BCH,11/13/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 32,081.28","43,614.50","44,849.63",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"44,849.63","-1,235.13",No
2000280237,Sobeys Quebec City,11/13/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 13,749.12","18,691.93","19,221.27",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"19,221.27",-529.34,No
 00019065862025,Costco Varennes,11/12/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","33,117.88","33,770.09",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"33,770.09",-652.21,No
 00019065862025,Costco Vaughan Wet,11/12/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 48,312.00","66,235.76","67,540.18",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"67,540.18","-1,304.42",No
30071,Top Banana,11/12/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 22,788.00","31,629.74","31,857.62",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"31,857.62",-227.88,Yes
00018904682025,Costco Varennes,11/08/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 48,312.00","66,271.99","67,395.24",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"67,395.24","-1,123.25",No
00018904682025,Costco Vaughan Wet,11/08/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 96,570.14","132,638.85","134,715.35",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"134,715.35","-2,076.50",No
2000276665,Sobeys Quebec City,11/08/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 34,372.80","46,502.96","47,950.06",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"47,950.06","-1,447.10",Yes
2000276665,Sobeys BCH,11/08/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 80,203.20","108,506.90","111,883.46",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"111,883.46","-3,376.56",Yes
00018827152025,Costco Vaughan Wet,11/07/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","33,021.25","33,697.62",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,697.62",-676.37,No
21874,"Chiovitti Banana Co., Ltd",11/06/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 82,116.00","112,819.80","114,798.17",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"114,798.17","-1,978.37",Yes
00567532,Courchesne Larose,11/06/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,700.80","33,864.80","34,531.72",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"34,531.72",-666.92,No
00018741442025,Costco Varennes,11/06/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","32,900.47","33,770.09",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"33,770.09",-869.62,No
00018741442025,Costco Vaughan Wet,11/06/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","32,900.47","33,770.09",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"33,770.09",-869.62,No
29954,Top Banana,11/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 22,851.00","31,580.08","31,900.00",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"31,900.00",-319.92,Yes
00018582112025,Costco Vaughan Wet,11/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 96,624.00","131,517.34","134,887.10",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"134,887.10","-3,369.76",No
00018582112025,Costco Varennes,11/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","32,912.55","33,721.78",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"33,721.78",-809.23,No
00018469182025,Costco Vaughan Wet,11/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 48,312.00","65,366.14","67,491.86",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"67,491.86","-2,125.72",No
00018469182025,Costco Varennes,11/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 24,156.00","32,683.07","33,745.93",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"33,745.93","-1,062.86",No
29933,Top Banana,11/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 22,851.00","31,648.64","31,922.85",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"31,922.85",-274.21,Yes
KPI01521,Krown Produce  Fresh At Its Best™,11/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,11/30/2024,"USD 67,626.00","92,875.31","94,473.52",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"94,473.52","-1,598.21",Yes
586929-587412-587882,Charlies Seattle,10/31/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 119,347.20","162,270.35","166,011.96",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"166,011.96","-3,741.61",No
00018393252025,Costco Vaughan Wet,10/31/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,779.69","33,721.78",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"33,721.78",-942.09,No
21796,"Chiovitti Banana Co., Ltd",10/31/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 69,384.00","95,193.18","96,860.06",USD 0.00,USD 0.00,United States Dollar,0.72,1.4,No,"96,860.06","-1,666.88",No
00018305762025,Costco Vaughan Wet,10/30/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 23,887.60","32,260.20","33,323.20",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,323.20","-1,063.00",No
00018305762025,Costco Varennes,10/30/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,622.68","33,697.62",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,697.62","-1,074.94",No
00567454,Courchesne Larose,10/30/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,700.80","33,654.84","34,457.62",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"34,457.62",-802.78,No
00018151802025,Costco Vaughan Wet,10/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 92,935.34","125,358.78","129,412.46",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"129,412.46","-4,053.68",No
00018151802025,Costco Varennes,10/28/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 48,312.00","65,245.36","67,274.46",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"67,274.46","-2,029.10",No
C1ATGNNGAMYY ,Michelle Gubbells,10/28/2024,Karyne Manseau,Comptes clients CAD,Comptant CAD RBC,10/31/2024,CAD 385.72,385.72,385.72,CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
29868,Top Banana,10/28/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,851.00","31,363.00","31,820.02",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"31,820.02",-457.02,No
 00018032362025,Costco Varennes,10/25/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,526.05","33,528.53",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,528.53","-1,002.48",No
 00018032362025,Costco Vaughan Wet,10/25/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 48,312.00","65,052.10","67,057.06",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"67,057.06","-2,004.96",No
00017947712025,Costco Vaughan Wet,10/24/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,719.30","33,456.06",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,456.06",-736.76,No
00017872052025,Costco Varennes,10/23/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,803.85","33,528.53",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,528.53",-724.68,No
00017872052025,Costco Vaughan Wet,10/23/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,803.85","33,528.53",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,528.53",-724.68,No
21749,"Chiovitti Banana Co., Ltd",10/23/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 115,032.00","156,108.46","159,664.42",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"159,664.42","-3,555.96",No
00567371,Courchesne Larose,10/23/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,822.51","30,821.80","31,677.64",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"31,677.64",-855.84,No
2000249638,Sobeys Quebec City,10/22/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 6,874.56","9,356.28","9,528.14",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"9,528.14",-171.86,No
2000249638,Sobeys BCH,10/22/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 16,040.64","21,831.31","22,232.33",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"22,232.33",-401.02,No
29798,Top Banana,10/21/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,851.00","31,008.81","31,671.49",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"31,671.49",-662.68,No
00017720952025,Costco Varennes,10/21/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,900.47","33,480.22",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,480.22",-579.75,No
00017720952025,Costco Vaughan Wet,10/21/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 96,624.00","131,456.94","133,920.86",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"133,920.86","-2,463.92",No
10/21/2024,Agence du revenu du Canada,10/21/2024,Karyne Manseau,Comptes clients CAD,Comptant CAD RBC,10/31/2024,"CAD 2,585.42","2,585.42","2,585.42",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
29782,Top Banana,10/18/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,851.00","30,860.28","31,591.51",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"31,591.51",-731.23,No
00017598002025,Costco Vaughan Wet,10/18/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","33,045.41","33,395.67",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"33,395.67",-350.26,No
00017598002025,Costco Varennes,10/18/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","33,045.41","33,395.67",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"33,395.67",-350.26,No
2000245923,Sobeys Quebec City,10/18/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 13,749.12","18,698.81","19,008.16",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"19,008.16",-309.35,No
2000245923,Sobeys BCH,10/18/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 32,081.28","43,630.54","44,352.37",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"44,352.37",-721.83,No
0000093348868,Revenu Québec,10/18/2024,Karyne Manseau,Comptes clients CAD,Comptant CAD RBC,10/31/2024,"CAD 3,662.10","3,662.10","3,662.10",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
KPI01507,Krown Produce  Fresh At Its Best™,10/17/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 112,590.00","152,381.94","155,599.38",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"155,599.38","-3,217.44",No
 00017513112025,Costco Vaughan Wet,10/17/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,972.94","33,383.59",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"33,383.59",-410.65,No
00017429092025,Costco Varennes,10/16/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,876.32","33,371.51",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"33,371.51",-495.19,No
00017429092025,Costco Vaughan Wet,10/16/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 48,312.00","65,752.64","66,743.03",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"66,743.03",-990.39,No
21704,"Chiovitti Banana Co., Ltd",10/16/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 90,763.20","122,645.68","125,389.36",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"125,389.36","-2,743.68",Yes
00567290,Courchesne Larose,10/16/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 49,401.60","67,284.98","68,248.31",USD 0.00,USD 0.00,United States Dollar,0.72,1.38,No,"68,248.31",-963.33,No
29740,Top Banana,10/15/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,851.00","30,768.87","31,648.64",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"31,648.64",-879.77,Yes
00017350492025,Costco Vaughan Wet,10/15/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,900.47","33,456.06",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,456.06",-555.59,No
00017350492025,Costco Varennes,10/15/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,900.47","33,456.06",USD 0.00,USD 0.00,United States Dollar,0.72,1.39,No,"33,456.06",-555.59,No
00017219542025,Costco Varennes,10/11/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 47,211.39","64,301.91","64,726.82",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"64,726.82",-424.91,No
00017219542025,Costco Vaughan Wet,10/11/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 118,364.24","161,163.78","162,277.37",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"162,277.37","-1,113.59",No
2000237294,Sobeys Quebec City,10/11/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 13,749.12","18,657.56","18,850.04",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"18,850.04",-192.48,No
2000237294,Sobeys BCH,10/11/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 32,081.28","43,534.30","43,983.43",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"43,983.43",-449.13,No
00017139192025,Costco Vaughan Wet,10/10/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,111.00","32,790.96","33,224.96",USD 0.00,USD 0.00,United States Dollar,0.73,1.38,No,"33,224.96",-434.00,No
00017056712025,Costco Varennes,10/09/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,111.00","32,766.85","33,092.35",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"33,092.35",-325.50,No
00017056712025,Costco Vaughan Wet,10/09/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,111.00","32,766.85","33,092.35",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"33,092.35",-325.50,No
21631,"Chiovitti Banana Co., Ltd",10/09/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 134,347.20","183,029.16","184,391.53",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"184,391.53","-1,362.37",Yes
00567205,Courchesne Larose,10/09/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,700.80","33,543.69","33,901.85",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"33,901.85",-358.16,No
2000228832,Sobeys BCH,10/08/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 16,040.64","21,678.92","21,927.55",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"21,927.55",-248.63,No
2000228832,Sobeys Quebec City,10/08/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 6,874.56","9,290.97","9,397.52",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"9,397.52",-106.55,No
2000226799,Sobeys BCH,10/07/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 32,081.28","43,301.70","43,694.70",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"43,694.70",-393.00,No
2000226799,Sobeys Quebec City,10/07/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 13,749.12","18,557.88","18,726.30",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"18,726.30",-168.42,No
29648,Top Banana,10/07/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,851.00","31,123.06","31,123.06",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,0.00,0.00,Yes
0008006078612,Agence du revenu du Canada,10/07/2024,Karyne Manseau,Comptes clients CAD,Comptant CAD RBC,10/31/2024,"CAD 2,087.17","2,087.17","2,087.17",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
29634,Top Banana,10/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 22,851.00","31,100.21","31,134.49",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"31,134.49",-34.28,Yes
 00016772752025,Costco Vaughan Wet,10/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,828.00","32,912.55",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"32,912.55",-84.55,No
00016787052025,Costco Varennes,10/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 72,423.00","98,277.97","98,676.34",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"98,676.34",-398.37,No
00016787052025,Costco Vaughan Wet,10/04/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 96,579.00","131,081.82","131,588.89",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"131,588.89",-507.07,No
10/04/2024,Charlies Seattle,10/04/2024,Karyne Manseau,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 156,567.36","214,885.89","212,461.91",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,Yes,"212,461.91","2,423.98",No
00016702952025,Costco Varennes,10/03/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,828.00","32,779.69",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,779.69",48.31,No
00016702952025,Costco Vaughan Wet,10/03/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 48,312.00","65,656.00","65,559.38",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"65,559.38",96.62,No
KPI01493,Krown Produce  Fresh At Its Best™,10/03/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 67,411.00","91,942.12","91,476.73",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"91,476.73",465.39,Yes
21571,"Chiovitti Banana Co., Ltd",10/02/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 112,502.40","153,072.90","152,215.75",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"152,215.75",857.15,Yes
0000094759445,Revenu Québec,10/02/2024,Karyne Manseau,Comptes clients CAD,Comptant CAD RBC,10/31/2024,"CAD 2,947.51","2,947.51","2,947.51",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
00016488412025,Costco Varennes,10/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 24,156.00","32,646.83","32,779.69",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"32,779.69",-132.86,No
00016488412025,Costco Vaughan Wet,10/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 96,624.00","130,551.09","131,118.77",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"131,118.77",-567.68,No
2000214908,Sobeys BCH,10/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 32,081.28","43,774.90","43,534.30",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"43,534.30",240.60,No
2000214908,Sobeys Quebec City,10/01/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,10/31/2024,"USD 13,749.12","18,760.67","18,657.56",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"18,657.56",103.11,No
29559,Top Banana,09/27/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,09/30/2024,"USD 22,851.00","31,077.36","30,860.28",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"30,860.28",217.08,No
00016383052025,Costco Varennes,09/27/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,09/30/2024,"USD 24,156.00","32,610.60","32,622.68",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,622.68",-12.08,No
00016383052025,Costco Vaughan Wet,09/27/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,09/30/2024,"USD 24,156.00","32,610.60","32,622.68",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,622.68",-12.08,No
00016313322025,Costco Vaughan Wet,09/26/2024,Vasty Santamaria,Comptes clients USD,Comptant USD RBC,09/30/2024,"USD 24,156.00","32,598.52","32,610.60",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"32,610.60",-12.08,No
