Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,PARS number,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Description,Job:Expense,Job:Income,Job:Customer,Type,Attachments,Partially Received,Received Quantity,Reference,Date,Employee,Buyer,Job,Weight (lb),Volume (ft³),Approved By,Approved Date,Payment Terms,Incoterms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Modes of Transportation,Last Event,Online,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Division,Template Name,Tax Amt. (CAD),Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Online Creator,Is Printed,Pallets,Ventilation,Container#,Bill of Lading,US Customs,Canadian Customs,Customer,Remark,Examination,Job:Due Date,Temperature Recorder,Band Packaging,Sticker Packaging,Cases Packaging,Cornerboards Packaging,Port of Loading,Customs Clearance,Buyer:Name,Buyer:Account Number
Delivered,3715,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,9/8/24,9/19/24,Hueneme,,9/23/24,Yes,"17,182.26",0,0,13.5,,"25,868.97","30,775.00",,Unknown,No,No,900,,8/26/24,David Melo,"Equifruit, Inc.",3715,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.74,No,1.35,Yes,,,0,"17,182.26",0,"17,182.26",,No,Walk Global/Escobar,25,OTPU6300768,NQSH43101DH38103,<none>,<none>,,,,9/23/24,,,,,Plastico,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,3705,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,9/5/24,9/15/24,Philadelphia,,9/20/24,Yes,"18,327.74",0,0,13.5,,"26,144.11","31,141.76",,Unknown,No,No,960,,8/26/24,David Melo,"Equifruit, Inc.",3705,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.74,No,1.35,Yes,,,0,"18,327.74",0,"18,327.74",,No,Chep,25,BMOU9849053,SMLU8208707A,<none>,<none>,,,,9/20/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Delivered,3704,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,9/5/24,9/15/24,Philadelphia,,9/20/24,Yes,"18,327.74",0,0,13.5,,"26,961.54","33,642.49",,Unknown,No,No,960,,8/26/24,David Melo,"Equifruit, Inc.",3704,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.74,No,1.35,Yes,,,0,"18,327.74",0,"18,327.74",,No,Chep,25,SEGU9743198,SMLU8208706A,<none>,<none>,,,,9/19/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Delivered,3722,Coliman Pacific Corporation,,USD 17155.20,960,Yes,8/30/24,9/2/24,,,9/2/24,No,"23,451.16",0,0,13.5,,"29,102.14","31,859.31",,Unknown,No,No,960,,8/20/24,Naomi Bendayan,"Equifruit, Inc.",3722,"38,392.18","2,034.12",,,,,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.73,No,1.37,Yes,,,0,"23,451.16",0,"23,451.16",,No,Chep,25,,,<none>,<none>,,,,9/3/24,,,,,,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3721,Coliman Pacific Corporation,,USD 16533.00,900,Yes,9/5/24,9/9/24,,,9/9/24,No,"22,749.41",0,0,13.5,,"28,252.01","32,900.47",,Unknown,No,No,900,,8/20/24,Naomi Bendayan,"Equifruit, Inc.",3721,"35,992.67","1,906.99",,,,,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.73,No,1.38,Yes,,,0,"22,749.41",0,"22,749.41",,No,Chep,25,,,<none>,<none>,,,,9/13/24,,,,,,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3719,COQUIMBA,Maersk,USD 10416.00,960,Yes,9/14/24,9/30/24,Philadelphia,,9/26/24,Yes,"14,332.42",0,0,13.5,,"23,912.48","29,129.16",,Unknown,No,No,960,,8/14/24,David Melo,"Equifruit, Inc.",3719,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.73,No,1.38,Yes,,,0,"14,332.42",0,"14,332.42",,No,Standard Americano,25,MNBU4237247,MAEU243760064,<none>,<none>,,,,10/5/24,,,,,Plastico,Puerto Cortes,,"Equifruit, Inc.",
Delivered,3718,COQUIMBA,Maersk,USD 9724.80,960,Yes,9/6/24,9/16/24,Philadelphia,,9/23/24,Yes,"13,381.32",0,0,13.5,,"24,675.85","29,182.61",,Unknown,No,No,960,,8/14/24,David Melo,"Equifruit, Inc.",3718,"38,392.18","2,034.12",,,,EXW,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.73,No,1.38,Yes,,,0,"13,381.32",0,"13,381.32",,No,Standard Americano,25,MNBU3005170,MAEU243759936,<none>,<none>,,,,9/17/24,,,,,Plastico,Puerto Cortes,,"Equifruit, Inc.",
Delivered,3706,APPBOSA,Maersk,USD 13296.00,960,Yes,8/31/24,9/16/24,Philadelphia,,9/20/24,Yes,"18,295.30",0,0,13.5,,"28,031.20","31,859.31",,Unknown,No,No,960,,8/14/24,David Melo,"Equifruit, Inc.",3706,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,,No,0.73,No,1.38,Yes,,,0,"18,295.30",0,"18,295.30",,No,Chep,25,MMAU1033908,MAEU243449893,<none>,<none>,,,,9/21/24,,,,,Plastico,Paita,,"Equifruit, Inc.",
Delivered,3710,Latbio S.A.,Maersk,USD 12690.00,900,Yes,9/7/24,9/23/24,Philadelphia,,9/28/24,Yes,"17,461.44",0,0,13.5,,"26,685.37","32,779.69",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3710,"35,992.67","1,906.99",,,Net 10,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,SUDU8136040,MAEU243404035,<none>,<none>,,,,10/3/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3709,Latbio S.A.,Maersk,USD 12690.00,900,Yes,8/31/24,9/16/24,Philadelphia,,9/20/24,Yes,"17,461.44",0,0,13.5,,"26,506.41","32,526.05",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3709,"35,992.67","1,906.99",,,Net 10,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,MNBU3247240,MAEU243404024,<none>,<none>,,,,9/25/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3708,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,9/7/24,9/23/24,Philadelphia,,9/26/24,Yes,"17,622.43",0,0,13.5,,"27,004.52","32,912.55",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3708,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,622.43",0,"17,622.43",,No,Walk Global/Escobar,25,MNBU3817955,MAEU243404001,<none>,<none>,,,,10/4/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3707,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,8/31/24,9/16/24,Philadelphia,,9/19/24,Yes,"17,622.43",0,0,13.5,,"26,766.00","32,610.60",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3707,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,622.43",0,"17,622.43",,No,Walk Global/Escobar,25,SUDU8012769,MAEU243403938,<none>,<none>,,,,9/26/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3717,ASOGUABO,Maersk,USD 13532.00,960,Yes,8/31/24,9/16/24,Philadelphia,,9/23/24,Yes,"18,620.03",0,0,13.5,,"27,876.56","32,070.30",,Unknown,No,No,960,,8/14/24,David Melo,"Equifruit, Inc.",3717,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"18,620.03",0,"18,620.03",,No,Tipo CHEP,25,MNBU4066798,MAEU243403921,<none>,<none>,,,,9/18/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3703,ASOGUABO,Maersk,USD 13532.00,960,Yes,8/31/24,9/16/24,Philadelphia,,9/18/24,Yes,"18,620.03",0,0,13.5,,"28,168.90","31,835.87",,Unknown,No,No,960,,8/14/24,David Melo,"Equifruit, Inc.",3703,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"18,620.03",0,"18,620.03",,No,Tipo CHEP,25,MNBU0231256,MAEU243403893,<none>,<none>,,,,9/23/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3702,ASOGUABO,Maersk,USD 12717.00,900,Yes,8/31/24,9/16/24,Philadelphia,,9/18/24,Yes,"17,498.59",0,0,13.5,,"27,716.67","32,622.68",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3702,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,498.59",0,"17,498.59",,No,Walk Global/Escobar,25,MWCU5332929,MAEU243403876,<none>,<none>,,,,9/27/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3701,ASOGUABO,ONE,USD 12955.50,900,Yes,8/31/24,9/11/24,Philadelphia,,9/17/24,Yes,"17,826.77",0,0,13.5,,"26,949.73","32,719.30",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3701,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,826.77",0,"17,826.77",,No,Walk Global/Escobar,25,TCLU1269688,ONEYGYEE14692700,<none>,<none>,,,,9/24/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
Delivered,3700,ASOGUABO,ONE,USD 12955.50,900,Yes,8/31/24,9/11/24,Philadelphia,,9/17/24,Yes,"17,826.77",0,0,13.5,,"26,957.77","32,526.05",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3700,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,826.77",0,"17,826.77",,No,Walk Global/Escobar,25,BMOU9809678,ONEYGYEE14690500,<none>,<none>,,,,9/25/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
Delivered,3699,ASOGUABO,Seaboard,USD 13059.00,900,Yes,8/30/24,9/9/24,Philadelphia,,9/17/24,Yes,"17,969.18",0,0,13.5,,"27,011.13","32,900.47",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3699,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,969.18",0,"17,969.18",,No,Walk Global/Escobar,25,BMOU9894200,SMLU8200135A,<none>,<none>,,,,9/19/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
Delivered,3630,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,8/31/24,9/16/24,Philadelphia,,9/22/24,Yes,"17,461.44",0,0,13.5,,"26,851.77","32,622.68",,Unknown,No,No,900,,8/14/24,David Melo,"Equifruit, Inc.",3630,"35,991.00","1,908.00",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,SUDU6179823,MAEU243403078,<none>,<none>,,,,9/27/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3698,Surgesa S.A.,ONE,USD 13095.00,900,Yes,8/31/24,9/11/24,Philadelphia,,9/16/24,Yes,"18,018.72",0,0,13.5,,"21,279.20","31,123.06",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3698,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"18,018.72",0,"18,018.72",,No,Walk Global/Escobar,25,MORU1136663,ONEYGYEE14660900,<none>,<none>,,,,9/19/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3697,Surgesa S.A.,ONE,USD 13095.00,900,Yes,8/31/24,9/11/24,Philadelphia,,9/16/24,Yes,"18,018.72",0,0,13.5,,"27,370.21","32,828.00",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3697,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.73,No,1.38,Yes,,,0,"18,018.72",0,"18,018.72",,No,Walk Global/Escobar,25,TRIU8897910,ONEYGYEE14659300,<none>,<none>,,,,9/21/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,3696,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,8/31/24,9/11/24,Philadelphia,,9/17/24,Yes,"18,427.39",0,0,13.5,,"28,027.37","31,906.20",,Unknown,No,No,960,,8/13/24,David Melo,"Equifruit, Inc.",3696,"38,390.40",0,,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.38,Yes,,,0,"18,427.39",0,"18,427.39",,No,Tipo CHEP,25,MORU1105030,ONEYGYEE14702600,<none>,<none>,,,,9/16/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3634,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,8/31/24,9/16/24,Hueneme,,9/19/24,Yes,"17,461.44",0,0,13.5,,"24,960.29","30,797.66",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3634,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,MNBU0609182,MAEU243407241,<none>,<none>,,,,9/20/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3695,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,8/31/24,9/11/24,Philadelphia,,9/15/24,Yes,"17,461.44",0,0,13.5,,"26,589.74","32,828.00",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3695,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,TTNU8446445,ONEYGYEE14695300,<none>,<none>,,,,9/21/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3694,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,8/31/24,9/11/24,Philadelphia,,9/15/24,Yes,"17,461.44",0,0,13.5,,"26,577.37","32,803.85",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3694,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,IKSU2518819,ONEYGYEE14704800,<none>,<none>,,,,9/23/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3693,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,9/1/24,9/12/24,Hueneme,,9/16/24,Yes,"17,461.44",0,0,13.5,,"25,828.00","30,842.98",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3693,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,SEKU9197363,NQSH43101DP37103,<none>,<none>,,,,9/16/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3692,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,8/29/24,9/8/24,Philadelphia,,9/13/24,Yes,"18,625.54",0,0,13.5,,"26,846.56","33,642.49",,Unknown,No,No,960,,8/13/24,David Melo,"Equifruit, Inc.",3692,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.73,No,1.38,Yes,,,0,"18,625.54",0,"18,625.54",,No,Chep,25,BMOU9311324,SMLU8201389A,<none>,<none>,,,,9/13/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Delivered,3691,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,8/29/24,9/8/24,Philadelphia,,9/12/24,Yes,"18,625.54",0,0,13.5,,"25,166.11","31,187.59",,Unknown,No,No,960,,8/13/24,David Melo,"Equifruit, Inc.",3691,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.73,No,1.38,Yes,,,0,"18,625.54",0,"18,625.54",,No,Chep,25,TEMU9447340,SMLU8201373A,<none>,<none>,,,,9/12/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Delivered,3690,COQUIMBA,Maersk,USD 10416.00,960,Yes,8/30/24,9/16/24,Philadelphia,,9/19/24,Yes,"14,332.42",0,0,13.5,,"24,063.45","29,118.47",,Unknown,No,No,960,,8/13/24,David Melo,"Equifruit, Inc.",3690,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.73,No,1.38,Yes,,,0,"14,332.42",0,"14,332.42",,No,Standard Americano,25,MNBU9170531,MAEU243495484,<none>,<none>,,,,9/19/24,,,,,Plastico,Corinto,,"Equifruit, Inc.",
Delivered,3689,COQUIMBA,Maersk,USD 9724.80,960,Yes,8/30/24,9/9/24,Philadelphia,,9/16/24,Yes,"13,381.32",0,0,13.5,,"24,352.17","29,097.09",,Unknown,No,No,960,,8/13/24,David Melo,"Equifruit, Inc.",3689,"38,392.18","2,034.12",,,,EXW,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.73,No,1.38,Yes,,,0,"13,381.32",0,"13,381.32",,No,Standard Americano,25,MNBU3556785,MAEU243495361,<none>,<none>,,,,9/12/24,,,,,Plastico,Puerto Cortes,,"Equifruit, Inc.",
Delivered,3688,APPBOSA,Maersk,USD 13296.00,960,Yes,8/24/24,9/9/24,Philadelphia,,9/16/24,Yes,"18,295.30",0,0,13.5,,"28,214.17","31,906.20",,Unknown,No,No,960,,8/13/24,David Melo,"Equifruit, Inc.",3688,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,,No,0.73,No,1.38,Yes,,,0,"18,295.30",0,"18,295.30",,No,Chep,25,MNBU3803226,MAEU243449751,<none>,<none>,,,,9/12/24,,,,,Plastico,Paita,,"Equifruit, Inc.",
Delivered,3687,Latbio S.A.,Maersk,USD 12690.00,900,Yes,9/14/24,9/30/24,,,10/6/24,Yes,"17,461.44",0,0,13.5,,"27,150.05","33,117.88",,Unknown,No,No,900,,8/13/24,David Melo,"Equifruit, Inc.",3687,"35,992.67","1,906.99",,,Net 10,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,461.44",0,"17,461.44",,No,Walk Global/Escobar,25,MNBU0306550,MAEU243977561,<none>,<none>,,,,10/12/24,,,,,Plastico,,,"Equifruit, Inc.",
